disease,source_name,source_url,fetch_status,fetched_at,heading,text
gastroenteritis,WHO Diarrhoeal Disease Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/diarrhoeal-disease,ok,2026-09-19T01:39:20.408685+00:00,Prevention and treatment,"Rehydration with oral rehydration salts (ORS) solution. ORS is a mixture of clean water, salt and sugar. It costs a few cents per treatment. ORS is absorbed in the small intestine and replaces the water and electrolytes lost in the faeces."
gastroenteritis,WHO Diarrhoeal Disease Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/diarrhoeal-disease,ok,2026-09-19T01:39:20.408685+00:00,Prevention and treatment,Zinc supplements reduce the duration of a diarrhoea episode by 25% and are associated with a 30% reduction in stool volume.
gastroenteritis,WHO Diarrhoeal Disease Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/diarrhoeal-disease,ok,2026-09-19T01:39:20.408685+00:00,Prevention and treatment,Rehydration with intravenous fluids in case of severe dehydration or shock.
gastroenteritis,WHO Diarrhoeal Disease Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/diarrhoeal-disease,ok,2026-09-19T01:39:20.408685+00:00,Prevention and treatment,"Nutrient-rich foods. The vicious circle of malnutrition and diarrhoea can be broken by continuing to give nutrient-rich foods – including breast milk – during an episode, and by giving a nutritious diet – including exclusive breastfeeding for the first 6 months of life – to children when they are well."
gastroenteritis,WHO Diarrhoeal Disease Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/diarrhoeal-disease,ok,2026-09-19T01:39:20.408685+00:00,Prevention and treatment,"Consulting a health professional, in particular for management of persistent diarrhoea or when there is blood in stool or if there are signs of dehydration."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Key facts,"The virus is most commonly transmitted from mother to child during birth and delivery, in early childhood, as well as through contact with blood or other body fluids during sex with an infected partner, unsafe injections or exposures to sharp instruments."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Key facts,"Hepatitis B can be prevented by vaccines that are safe, available and effective."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Overview,"It can spread through contact with infected body fluids like blood, vaginal fluids, semen and saliva in the presence of open cuts and sores. It can also be passed from a mother to her baby."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Overview,Hepatitis B can be prevented with a safe and effective vaccine. The vaccine is usually given soon after birth with boosters a few weeks later. It offers nearly 100% protection against the virus.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Overview,"According to latest WHO estimates, the proportion of children under 5 years of age chronically infected with hepatitis B dropped to just under 1% in 2019 down from around 5% in the pre-vaccine era ranging from the 1980s to the early 2000s."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Symptoms,yellowing of the skin and eyes (jaundice)
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Symptoms,nausea
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Symptoms,vomiting
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Symptoms,pain in the abdomen.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Diagnosis,"It is not possible on clinical grounds to differentiate hepatitis B from hepatitis caused by other viral agents; hence laboratory confirmation of the diagnosis is essential. Several blood tests are available to diagnose and monitor people with hepatitis B. Some laboratory tests can be used to distinguish acute and chronic infections, whilst other can assess and monitor the severity of liver disease. Physical examination, ultrasound and elastography can also be performed to assess degree of liver fibrosis and scarring and monitor progression of liver disease. WHO recommends that all blood donations be tested for hepatitis B to ensure blood safety and avoid accidental transmission."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Diagnosis,"In settings with intermediate and high Hepatitis B surface antigen (HBsAg) seroprevalence in the general population (defined as >2% HBsAg seroprevalence), WHO recommends that all adults have access to and be offered HBsAg testing with linkage to prevention and care and treatment services as needed. WHO also recommends targeted testing, in all settings, of people with suspicions of liver disease, blood donors, and all pregnant women, the latter in order to provide the opportunity to institute measures for prevention of mother-to-child transmission (MTCT). In addition, WHO recommends testing among specific high-risk groups, including migrants from endemic regions, partners or family members of infected persons, health-care workers, people who inject drugs (PWID), people in prisons and other closed settings, men who have sex with men (MSM) sex workers, transgender people and people living with HIV."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,There is no specific treatment for acute hepatitis B. Chronic hepatitis B can be treated with antiviral medications.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,Care for people with acute hepatitis B should focus on managing symptoms. They should eat a healthy diet and drink plenty of liquids to prevent dehydration from vomiting and diarrhoea.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,"Chronic hepatitis B infection can be treated with oral medicines, including tenofovir or entecavir."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,Treatment can
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,Most people who start hepatitis B treatment must continue it for life.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,"In 2024 only 10 million people were on antiviral treatment, this being equivalent to 4.3% of all people living with chronic hepatitis B."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,"With the updated Guidelines for the prevention, diagnosis, care and treatment for people with chronic hepatitis B infection , released in 2024, it is estimated that more than 50% of people with chronic hepatitis B infection will require treatment, depending on setting and eligibility criteria."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Treatment,"In low-income settings, most people with liver cancer present late in the course of the disease and die within months of diagnosis. In high-income countries, patients present to hospital earlier in the course of the disease and have access to surgery and chemotherapy, which can prolong life for several months to a few years. Liver transplantation is sometimes used in people with cirrhosis or liver cancer in technologically advanced countries, with varying success."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,Hepatitis B is preventable with a vaccine.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,All babies should receive the hepatitis B vaccine as soon as possible after birth (within 24 hours). This is followed by two or three doses of hepatitis B vaccine at least four weeks apart.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,Booster vaccines are not usually required for people who have completed the three-dose vaccination series.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,The vaccine protects against hepatitis B for at least 20 years and probably for life.
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,"Hepatitis B can be passed from mother to child. This can be prevented by taking antiviral medicines to prevent transmission, in addition to the vaccine shortly after birth."
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,"wash your hands thoroughly with soap and water after coming into contact with blood, body fluids, or contaminated surfaces; and"
hepatitis b,WHO Hepatitis B Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hepatitis-b,ok,2026-09-19T01:39:20.771238+00:00,Prevention,get a hepatitis B vaccine if working in a health-care setting.
hiv,CDC HIV About,https://www.cdc.gov/hiv/about/index.html,ok,2026-09-19T01:39:21.099901+00:00,Overview,"HIV (human immunodeficiency virus) is a virus that attacks the body's immune system. Without treatment, it can lead to AIDS (acquired immunodeficiency syndrome)."
hiv,CDC HIV About,https://www.cdc.gov/hiv/about/index.html,ok,2026-09-19T01:39:21.099901+00:00,Overview,"People with HIV who get on and stay on effective HIV treatment can live long, healthy lives and protect their partners."
hiv,CDC HIV About,https://www.cdc.gov/hiv/about/index.html,ok,2026-09-19T01:39:21.099901+00:00,Prevention,"If you have HIV, there are many ways to prevent transmitting HIV to others, including taking HIV treatment to get and keep an undetectable viral load."
hiv,CDC HIV About,https://www.cdc.gov/hiv/about/index.html,ok,2026-09-19T01:39:21.099901+00:00,Testing,"There are many options for quick, free, and painless HIV testing. If your test result is positive , you can take medicine to treat HIV to help you live a long, healthy life and protect others. If your test result is negative , you can take actions to prevent HIV."
hiv,CDC HIV About,https://www.cdc.gov/hiv/about/index.html,ok,2026-09-19T01:39:21.099901+00:00,Treatment,HIV treatment (antiretroviral therapy or ART) involves taking medicine as prescribed by a health care provider. You should start HIV treatment as soon as possible after diagnosis.
hiv,CDC HIV About,https://www.cdc.gov/hiv/about/index.html,ok,2026-09-19T01:39:21.099901+00:00,Treatment,"HIV treatment reduces the amount of HIV in the blood ( viral load ). HIV treatment can make the viral load so low that a test can't detect it ( undetectable viral load ). If you have an undetectable viral load, you will not transmit HIV to others through sex. Having an undetectable viral load also reduces the risk of HIV transmission through sharing drug injection equipment, and during pregnancy, labor, and delivery."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Key facts,"There is no cure for HIV infection. However, with access to effective HIV prevention, diagnosis, treatment and care, including for opportunistic infections, HIV infection has become a manageable chronic health condition, enabling people living with HIV to lead long and healthy lives."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Overview,"HIV targets the body’s white blood cells, weakening the immune system. This makes it easier to get sick with diseases like tuberculosis, infections and some cancers."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Overview,"HIV is spread from the body fluids of an infected person, including blood, breast milk, semen and vaginal fluids. It is not spread by kisses, hugs or sharing food. It can also spread from a mother to her baby."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Signs and symptoms,fever
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Signs and symptoms,headache
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Signs and symptoms,rash
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Signs and symptoms,diarrhoea
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Signs and symptoms,cough.
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Signs and symptoms,"Without treatment, people living with HIV infection can also develop severe illnesses:"
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Diagnosis,"HIV can be diagnosed through rapid diagnostic tests that provide same-day results. This greatly facilitates early diagnosis and linkage with treatment and prevention. People can also use HIV self-tests to test themselves. However, no single test can provide a full HIV positive diagnosis; confirmatory testing is required, conducted by a qualified and trained health worker or community worker. HIV infection can be detected with great accuracy using WHO prequalified tests within a nationally approved testing strategy and algorithm."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Diagnosis,"Following a positive diagnosis, people should be retested before they are enrolled in treatment and care to rule out any potential testing or reporting error. While testing for adolescents and adults has been made simple and efficient, this is not the case for babies born to HIV-positive mothers. For children less than 18 months of age, rapid antibody testing is not sufficient to identify HIV infection – virological testing must be provided as early as birth or at 6 weeks of age. New technologies are now available to perform this test at the point of care and enable same-day results, which will accelerate appropriate linkage with treatment and care."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Prevention,People taking ART and who have no evidence of virus in the blood will not pass HIV to their sexual partners. Access to testing and ART is an important part of preventing HIV.
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Treatment,ART lowers the amount of the virus in a person’s body. This stops symptoms and allows people to live full and healthy lives. People living with HIV who are taking ART and who have no evidence of virus in the blood will not spread the virus to their sexual partners.
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Treatment,"Advanced HIV disease remains a persistent problem in the HIV response. WHO is supporting countries to implement the advanced HIV disease package of care to reduce illness and death. Newer HIV medicines and short course treatments for opportunistic infections like cryptococcal meningitis are being developed that may change the way people take ART and prevention medicines, including access to long-acting injectable formulations, such as lenacapavir which now has been approved by the FDA for HIV prevention."
hiv,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,ok,2026-09-19T01:39:21.446184+00:00,Treatment,More information on HIV treatments
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Symptoms,Fever and flu-like illness
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Symptoms,Chills
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Symptoms,"Headache, muscle aches, and tiredness"
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Symptoms,"Nausea, vomiting, and diarrhea may also occur"
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Testing and diagnosis,Only a healthcare provider can diagnose malaria. A lab test will confirm malaria using a small sample of your blood.
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Treatment,Prescription drugs can treat and cure malaria. The types of drugs and length of treatment depends on
malaria,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,ok,2026-09-19T01:39:21.823247+00:00,Treatment,How sick they are when treatment starts.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Overview,"Symptoms can be mild or life-threatening. Mild symptoms are fever, chills and headache. Severe symptoms include fatigue, confusion, seizures, and difficulty breathing."
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Overview,Malaria can be prevented by avoiding mosquito bites and with medicines. Treatments can stop mild cases from getting worse.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Overview,"Malaria mostly spreads to people through the bites of some infected female Anopheles mosquitoes. Blood transfusion and contaminated needles may also transmit malaria. The first symptoms may be mild, similar to many febrile illnesses, and difficulty to recognize as malaria. Left untreated, P. falciparum malaria can progress to severe illness and death within 24 hours."
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Symptoms,"The most common early symptoms of malaria are fever, headache and chills."
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Symptoms,extreme tiredness and fatigue
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Symptoms,difficulty breathing
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Symptoms,dark or bloody urine
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Symptoms,jaundice (yellowing of the eyes and skin)
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Symptoms,People with severe symptoms should get emergency care right away. Getting treatment early for mild malaria can stop the infection from becoming severe.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Prevention,Malaria can be prevented by avoiding mosquito bites and by taking medicines. Talk to a doctor about taking medicines such as chemoprophylaxis before travelling to areas where malaria is common.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,"Early diagnosis and treatment of malaria reduces disease, prevents deaths and contributes to reducing transmission. WHO recommends that all suspected cases of malaria be confirmed using parasite-based diagnostic testing (through either microscopy or a rapid diagnostic test)."
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,Malaria is a serious infection and always requires treatment with medicine.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,Multiple medicines are used to prevent and treat malaria. Doctors will choose one or more based on:
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,whether a malaria parasite is resistant to a medicine
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,These are the most common medicines for malaria:
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,Artemisinin-based combination therapy medicines are the most effective treatment for P. falciparum malaria.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,Chloroquine is recommended for treatment of infection with the P. vivax parasite only in places where it is still sensitive to this medicine.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,Primaquine should be added to the main treatment to prevent relapses of infection with the P. vivax and P. ovale parasites.
malaria,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,ok,2026-09-19T01:39:22.199483+00:00,Treatment,Most medicines used are in pill form. Some people may need to go to a health centre or hospital for injectable medicines.
measles,CDC Measles Symptoms,https://www.cdc.gov/measles/signs-symptoms/index.html,ok,2026-09-19T01:39:22.544597+00:00,Signs and symptoms,Measles isn't just a little rash. Measles can be dangerous for anyone but especially for babies and young children.
measles,CDC Measles Symptoms,https://www.cdc.gov/measles/signs-symptoms/index.html,ok,2026-09-19T01:39:22.544597+00:00,7–14 days after a measles infection: first symptoms show,High fever (may spike to more than 104°)
measles,CDC Measles Symptoms,https://www.cdc.gov/measles/signs-symptoms/index.html,ok,2026-09-19T01:39:22.544597+00:00,7–14 days after a measles infection: first symptoms show,Cough
measles,CDC Measles Symptoms,https://www.cdc.gov/measles/signs-symptoms/index.html,ok,2026-09-19T01:39:22.544597+00:00,3–5 days after symptoms begin: measles rash,"Measles rash appears 3 to 5 days after the first symptoms. It usually begins as flat red spots that appear on the face at the hairline. They then spread downward to the neck, trunk, arms, legs, and feet."
measles,CDC Measles Symptoms,https://www.cdc.gov/measles/signs-symptoms/index.html,ok,2026-09-19T01:39:22.544597+00:00,3–5 days after symptoms begin: measles rash,"When the rash appears, a person's fever may spike to more than 104° Fahrenheit."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Key facts,"Even though a safe and cost-effective vaccine is available, in 2024, there were an estimated 95 000 measles deaths globally, mostly among unvaccinated or under vaccinated children under the age of 5 years."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Key facts,"The proportion of children receiving a first dose of measles vaccine was 84% in 2025, slightly below the 2019 level of 86%."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Overview,"Measles is a highly contagious disease caused by a virus. It spreads easily when an infected person breathes, coughs or sneezes. It can cause severe disease, complications, and even death."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Overview,"Measles infects the respiratory tract and then spreads throughout the body. Symptoms include a high fever, cough, runny nose and a rash all over the body."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Overview,Being vaccinated is the best way to prevent getting sick with measles or spreading it to other people. The vaccine is safe and helps your body fight off the virus.
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Overview,"Before the introduction of measles vaccine in 1963 and widespread vaccination, major epidemics occurred approximately every two to three years and caused an estimated 2.6 million deaths each year."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Overview,"An estimated 95 000 people died from measles in 2024 – mostly children under the age of five years, despite the availability of a safe and cost-effective vaccine."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Signs and symptoms,Symptoms of measles usually begin 7–14 days after exposure to the virus. A prominent rash is the most visible symptom.
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Signs and symptoms,fever
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Signs and symptoms,cough
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Signs and symptoms,"The rash appears 3 to 5 days after the first symptoms, usually on the face and upper neck. It spreads over about 3 days, eventually downward to the trunk, arms, legs and feet. It usually lasts 4–8 days before fading."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Signs and symptoms,severe diarrhoea and related dehydration
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Signs and symptoms,severe breathing problems including pneumonia.
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Treatment,"There is no specific treatment for measles. Caregiving should focus on relieving symptoms, making the person comfortable and preventing complications."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Treatment,Drinking enough water and treatments for dehydration can replace fluids lost to diarrhoea or vomiting. Eating a healthy diet is also important.
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Treatment,Doctors may use antibiotics to treat pneumonia and ear and eye infections.
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Treatment,"Two doses of vitamin A are recommended for all suspected measles cases in children under 5 years of age, immediately on diagnosis and repeated the next day, according to the dosing indicated by the health practitioner. A third dose is recommended for any clinical signs of vitamin A deficiency with eye complications and should be given 4–6 weeks later. This restores low levels of vitamin A that occur even in well-nourished children. It can help prevent other complications from measles, including eye damage and blindness. Vitamin A supplements may also reduce the number of measles deaths."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Prevention,"Community-wide vaccination is the most effective way to prevent measles. All children should be vaccinated against measles. The vaccine is safe, effective and inexpensive."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Prevention,"Children should receive two doses of the vaccine to ensure they are immune. The first dose is usually given at 9 months of age in countries where measles is common and 12–15 months in other countries. A second dose should be given later in childhood, usually at 15–18 months."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Prevention,"The measles vaccine is given alone or often combined with vaccines for mumps, rubella and/or varicella."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Prevention,"Routine measles vaccination, combined with mass immunization campaigns in countries with high case rates are crucial for reducing global measles deaths. The measles vaccine has been in use for about 60 years and costs less than US$ 1 per child. The measles vaccine is also used in emergencies to stop outbreaks from spreading. The risk of measles outbreaks is particularly high amongst refugees, who should be vaccinated as soon as possible."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Prevention,"Combining vaccines slightly increases the cost but allows for shared delivery and administration costs and importantly, adds the benefit of protection against rubella, the most common vaccine preventable infection that can infect babies in the womb."
measles,WHO Measles Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/measles,ok,2026-09-19T01:39:22.905542+00:00,Prevention,"In 2025, 77% of children received both doses of the measles vaccine, and about 84% of the world's children received one dose of measles vaccine by their first birthday. Two doses of the vaccine are recommended to ensure immunity and prevent outbreaks, as not all children develop immunity from the first dose."
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:39:23.266909+00:00,Symptoms,Fever
meningitis,CDC Meningitis About,https://www.cdc.gov/meningitis/about/index.html,ok,2026-09-19T01:39:23.266909+00:00,Symptoms,Headache
