row_id,text,disease,provenance,derived_from,group_id,symptom_terms,source_name,source_url,source_section,source_quote,source_fetched_at,source_note
covid-like-illness-comb-004,cough sore throat runny nose fatigue body aches,covid-like illness,source_combination,,covid-like-illness-comb-004,body pain|cough|fatigue|runny nose|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-005,chills sore throat congestion body aches nausea vomiting,covid-like illness,source_combination,,covid-like-illness-comb-005,body pain|chills|nasal congestion|nausea|sore throat|vomiting,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-006,sore throat congestion fatigue headache,covid-like illness,source_combination,,covid-like-illness-comb-006,fatigue|headache|nasal congestion|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-007,chills cough sore throat,covid-like illness,source_combination,,covid-like-illness-comb-007,chills|cough|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-008,sore throat congestion nausea,covid-like illness,source_combination,,covid-like-illness-comb-008,nasal congestion|nausea|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-009,difficulty breathing runny nose fatigue nausea,covid-like illness,source_combination,,covid-like-illness-comb-009,fatigue|nausea|runny nose|shortness of breath,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-010,sore throat runny nose new loss of taste diarrhea,covid-like illness,source_combination,,covid-like-illness-comb-010,diarrhea|loss of taste|runny nose|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-011,chills cough diarrhea,covid-like illness,source_combination,,covid-like-illness-comb-011,chills|cough|diarrhea,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-012,sore throat congestion headache,covid-like illness,source_combination,,covid-like-illness-comb-012,headache|nasal congestion|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-013,chills runny nose new loss of taste nausea,covid-like illness,source_combination,,covid-like-illness-comb-013,chills|loss of taste|nausea|runny nose,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-014,sore throat fatigue body aches headache vomiting diarrhea,covid-like illness,source_combination,,covid-like-illness-comb-014,body pain|diarrhea|fatigue|headache|sore throat|vomiting,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-015,difficulty breathing fatigue body aches nausea vomiting diarrhea,covid-like illness,source_combination,,covid-like-illness-comb-015,body pain|diarrhea|fatigue|nausea|shortness of breath|vomiting,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
covid-like-illness-comb-016,chills sore throat new loss of taste fatigue body aches diarrhea,covid-like illness,source_combination,,covid-like-illness-comb-016,body pain|chills|diarrhea|fatigue|loss of taste|sore throat,CDC COVID Symptoms,https://www.cdc.gov/covid/signs-symptoms/index.html,Signs and Symptoms,The following list does not include all possible symptoms. Symptoms may change with new COVID-19 variants and can vary depending on vaccination status. Possible symptoms include: Fever or chills Cough Shortness of breath or difficulty breathing Sore throat Congestion or runny nose New loss of taste or smell Fatigue Muscle or body aches Headache Nausea or vomiting Diarrhea CDC will continue to update this list as we learn more about COVID-19.,2026-09-19T01:48:24.399282+00:00,Subset of the symptoms attested by the 'Signs and Symptoms' section of CDC COVID Symptoms. Every term appears in source_quote; the co-occurrence shown here is synthetic.
dengue-para-001,"i have had a skin rash, aching all over, feeling nauseous, a headache and a high temperature for the past two days",dengue,paraphrase,dengue-src-002,dengue-src-002,body pain|fever|headache|nausea|rash,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Overview,"Most people who get dengue do not have symptoms. For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash. Most get better in 1–2 weeks. Some develop severe dengue and need care in a hospital.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-src-002. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-002,"came in complaining of feeling restless, muscle aches, being sick, trouble catching my breath, fatigue, head pain, abdominal pain, bleeding gums, feeling nauseous, a skin rash, a fever, swollen lymph nodes and pain behind the eyes",dengue,paraphrase,dengue-src-003,dengue-src-003,abdominal pain|bleeding|fatigue|fever|headache|muscle pain|nausea|pain behind the eyes|rash|restlessness|shortness of breath|swollen glands|vomiting,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-src-003. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-003,"i started with nausea, pain in my head, a skin rash, a fever and throwing up for the last few days",dengue,paraphrase,dengue-comb-001,dengue-comb-001,fever|headache|nausea|rash|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-001. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-004,"i have been having bleeding gums, nausea and being sick for several days now",dengue,paraphrase,dengue-comb-002,dengue-comb-002,bleeding|nausea|vomiting,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-002. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-005,"i have been having sore muscles, nausea and bleeding gums for about a week",dengue,paraphrase,dengue-comb-003,dengue-comb-003,bleeding|muscle pain|nausea,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-003. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-006,"i started with a rash, head pain and a high temperature for the last few days",dengue,paraphrase,dengue-comb-004,dengue-comb-004,fever|headache|rash,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Overview,"Most people who get dengue do not have symptoms. For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash. Most get better in 1–2 weeks. Some develop severe dengue and need care in a hospital.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-004. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-007,"i have had joint pain, vomiting and a high temperature for the last few days",dengue,paraphrase,dengue-comb-005,dengue-comb-005,fever|joint pain|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-005. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-008,"i have a fever, head pain and muscle aches",dengue,paraphrase,dengue-comb-006,dengue-comb-006,fever|headache|muscle pain,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-006. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-009,"he has sore muscles, feeling restless, no energy and stomach pain",dengue,paraphrase,dengue-comb-007,dengue-comb-007,abdominal pain|fatigue|muscle pain|restlessness,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-007. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-010,"my symptoms are swollen lymph nodes, feeling nauseous, a high temperature and stomach pain",dengue,paraphrase,dengue-comb-008,dengue-comb-008,abdominal pain|fever|nausea|swollen glands,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-008. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-011,"came in complaining of feeling nauseous, being sick, sore muscles and pain in my head",dengue,paraphrase,dengue-comb-009,dengue-comb-009,headache|muscle pain|nausea|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-009. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-012,"my child has head pain, a rash and nausea",dengue,paraphrase,dengue-comb-010,dengue-comb-010,headache|nausea|rash,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Overview,"Most people who get dengue do not have symptoms. For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash. Most get better in 1–2 weeks. Some develop severe dengue and need care in a hospital.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-010. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-013,"she has had a rash, sore muscles and throwing up for the past two days",dengue,paraphrase,dengue-comb-011,dengue-comb-011,muscle pain|rash|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-011. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-014,"he has a rash, pain in my head and being sick",dengue,paraphrase,dengue-comb-012,dengue-comb-012,headache|rash|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-012. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-015,"i have been having a high temperature, a rash and aching all over for three days",dengue,paraphrase,dengue-comb-013,dengue-comb-013,body pain|fever|rash,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Overview,"Most people who get dengue do not have symptoms. For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash. Most get better in 1–2 weeks. Some develop severe dengue and need care in a hospital.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-013. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-016,"he has no energy, a rash, difficulty breathing, restlessness, abdominal pain and sore muscles",dengue,paraphrase,dengue-comb-014,dengue-comb-014,abdominal pain|fatigue|muscle pain|rash|restlessness|shortness of breath,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-comb-014. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-017,"i have been having a fever, joint pain, head pain and a rash for three days",dengue,paraphrase,dengue-comb-015,dengue-comb-015,fever|headache|joint pain|rash,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-015. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-018,"came in complaining of feeling sick to my stomach, feeling feverish, aching muscles and vomiting",dengue,paraphrase,dengue-comb-016,dengue-comb-016,fever|muscle pain|nausea|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-016. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-019,"patient reports being sick, feeling feverish, feeling sick to my stomach, muscle aches, aching joints, a skin rash and pain in my head",dengue,paraphrase,dengue-src-001,dengue-src-001,fever|headache|joint pain|muscle pain|nausea|rash|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-src-001. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-020,"he has a rash, body aches, feeling feverish, feeling sick to my stomach and pain in my head",dengue,paraphrase,dengue-src-002,dengue-src-002,body pain|fever|headache|nausea|rash,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Overview,"Most people who get dengue do not have symptoms. For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash. Most get better in 1–2 weeks. Some develop severe dengue and need care in a hospital.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-src-002. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-021,"patient reports bleeding gums, a headache, a high temperature, a skin rash, pain behind my eyes, swollen lymph nodes, difficulty breathing, nausea, restlessness, pain in my belly, feeling tired, being sick and sore muscles",dengue,paraphrase,dengue-src-003,dengue-src-003,abdominal pain|bleeding|fatigue|fever|headache|muscle pain|nausea|pain behind the eyes|rash|restlessness|shortness of breath|swollen glands|vomiting,WHO Dengue Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,Symptoms,"Most people with dengue have mild or no symptoms and will get better in 1–2 weeks. Rarely, dengue can be severe and lead to death. If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days. Symptoms may include: high fever (40°C/104°F) severe headache pain behind the eyes muscle and joint pains nausea vomiting swollen glands rash. Individuals who are infected for the second time are at greater risk of severe dengue. The symptoms of severe dengue often come after the fever has gone away and may include: severe abdominal pain persistent vomiting rapid breathing bleeding gums or nose fatigue restlessness blood in vomit or stool being very thirsty pale and cold skin feeling weak. People with these severe symptoms should seek care immediately. After recovery, people who have had dengue may experience fatigue for several weeks.",2026-09-19T01:48:25.516833+00:00,"Wording variant of dengue-src-003. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
dengue-para-022,"he has a skin rash, feeling sick to my stomach, a high temperature, pain in my head and being sick",dengue,paraphrase,dengue-comb-001,dengue-comb-001,fever|headache|nausea|rash|vomiting,CDC Dengue Symptoms and Testing,https://www.cdc.gov/dengue/signs-symptoms/index.html,Symptoms,"The most common symptom of dengue is fever with any of the following: Aches and pains (eye pain, typically behind the eyes, muscle, joint, or bone pain) Nausea, vomiting Rash Any warning sign Dengue symptoms Fever with any of the following - Eye pain - Muscle pain - Bone pain - Joint pain - Headache - Nausea/vomiting - Rash CDC logo Mild symptoms of dengue can be confused with other illnesses that cause fever. Symptoms of dengue typically last 2–7 days. Most people will recover after about a week.",2026-09-19T01:48:25.126201+00:00,"Wording variant of dengue-comb-001. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
